Age My	Age ky before 2015	δ18O	Tdo	Ts	T anomaly
29.0026	29002.7	2.77	3.15	18.3	4.3
29.0064	29006.5	2.43	3.03	18.18	4.18
29.01	29010.1	2.49	3.12	18.27	4.27
29.0138	29013.9	2.34	3.38	18.53	4.53
29.0178	29017.9	2.24	3.33	18.48	4.48
29.021	29021.1	2.29	3.36	18.51	4.51
29.0234	29023.5	2.53	3.20	18.35	4.35
29.0252	29025.3	2.42	3.13	18.28	4.28
29.027	29027.1	2.64	3.19	18.34	4.34
29.0292	29029.3	2.37	3.42	18.57	4.57
29.0324	29032.5	2.18	3.26	18.41	4.41
29.0354	29035.5	2.11	3.53	18.68	4.68
29.039	29039.1	2.72	3.73	18.88	4.88
29.0422	29042.3	2.13	3.66	18.81	4.81
29.045	29045.1	2.00	3.65	18.8	4.8
29.0468	29046.9	2.30	3.85	19	5
29.0494	29049.5	2.14	3.50	18.65	4.65
29.0514	29051.5	2.34	3.45	18.6	4.6
29.0536	29053.7	2.78	3.48	18.63	4.63
29.0564	29056.5	2.10	3.33	18.48	4.48
29.06	29060.1	2.24	3.22	18.37	4.37
29.0632	29063.3	2.43	3.49	18.64	4.64
29.0668	29066.9	2.54	3.42	18.57	4.57
29.0704	29070.5	2.27	3.34	18.49	4.49
29.074	29074.1	2.23	3.43	18.58	4.58
29.0776	29077.7	2.40	3.58	18.73	4.73
29.0808	29080.9	2.26	3.46	18.61	4.61
29.0844	29084.5	2.26	3.39	18.54	4.54
29.0876	29087.7	2.49	3.54	18.69	4.69
29.0904	29090.5	2.36	3.58	18.73	4.73
29.0932	29093.3	2.12	3.41	18.56	4.56
29.096	29096.1	2.19	3.56	18.71	4.71
29.0988	29098.9	2.57	3.63	18.78	4.78
29.1012	29101.3	2.21	3.54	18.69	4.69
29.1032	29103.3	2.22	3.21	18.36	4.36
29.105	29105.1	2.30	3.27	18.42	4.42
29.1078	29107.9	2.81	3.31	18.46	4.46
29.11	29110.1	2.45	3.37	18.52	4.52
29.1126	29112.7	2.13	3.37	18.52	4.52
29.115	29115.1	2.11	3.59	18.74	4.74
29.1178	29117.9	2.30	3.73	18.88	4.88
29.12	29120.1	2.41	3.64	18.79	4.79
29.1222	29122.3	2.19	3.27	18.42	4.42
29.124	29124.1	2.29	3.22	18.37	4.37
29.1266	29126.7	2.80	3.49	18.64	4.64
29.1284	29128.5	2.40	3.52	18.67	4.67
29.1307	29130.8	1.90	3.41	18.56	4.56
29.1331	29133.2	2.13	3.65	18.8	4.8
29.1359	29136.0	2.50	3.70	18.85	4.85
29.1388	29138.9	2.35	3.60	18.75	4.75
29.1424	29142.5	2.30	3.47	18.62	4.62
29.1456	29145.7	2.09	3.28	18.43	4.43
29.1488	29148.9	2.37	3.20	18.35	4.35
29.1524	29152.5	2.86	3.18	18.33	4.33
29.1554	29155.5	2.51	3.04	18.19	4.19
29.1582	29158.3	2.33	3.03	18.18	4.18
29.1614	29161.5	2.36	3.04	18.19	4.19
29.165	29165.1	2.39	3.06	18.21	4.21
29.1686	29168.7	2.83	2.76	17.91	3.91
29.1722	29172.3	2.47	2.61	17.76	3.76
29.1758	29175.9	2.90	2.57	17.72	3.72
29.1788	29178.9	2.64	2.90	18.05	4.05
29.181	29181.1	2.47	3.04	18.19	4.19
29.1824	29182.5	2.21	3.30	18.45	4.45
29.1838	29183.9	2.21	3.46	18.61	4.61
29.185	29185.1	2.40	3.59	18.74	4.74
29.1866	29186.7	2.34	3.43	18.58	4.58
29.1884	29188.5	2.24	3.34	18.49	4.49
29.1908	29190.9	2.51	3.44	18.59	4.59
29.193	29193.1	2.38	3.61	18.76	4.76
29.1948	29194.9	2.21	3.60	18.75	4.75
29.1962	29196.3	2.02	3.91	19.06	5.06
29.1972	29197.3	2.25	4.08	19.23	5.23
29.1978	29197.9	1.94	3.72	18.87	4.87
29.1984	29198.5	2.05	3.59	18.74	4.74
29.1994	29199.5	2.89	3.57	18.72	4.72
29.2006	29200.7	2.26	3.45	18.6	4.6
29.2032	29203.3	2.29	3.53	18.68	4.68
29.2066	29206.7	2.17	3.62	18.77	4.77
29.2098	29209.9	1.89	3.70	18.85	4.85
29.2134	29213.5	2.73	3.56	18.71	4.71
29.2176	29217.7	2.11	3.59	18.74	4.74
29.2208	29220.9	2.55	3.49	18.64	4.64
29.2234	29223.5	2.11	3.80	18.95	4.95
29.227	29227.1	2.09	3.58	18.73	4.73
29.2306	29230.7	2.14	3.74	18.89	4.89
29.2332	29233.3	2.53	3.43	18.58	4.58
29.2356	29235.7	2.24	2.95	18.1	4.1
29.2384	29238.5	2.69	2.74	17.89	3.89
29.241	29241.1	2.99	2.91	18.06	4.06
29.2434	29243.5	2.53	2.95	18.1	4.1
29.247	29247.1	2.22	3.02	18.17	4.17
29.2505	29250.6	2.17	3.09	18.24	4.24
29.2541	29254.2	2.56	3.23	18.38	4.38
29.2579	29258.0	2.85	3.53	18.68	4.68
29.2619	29262.0	2.26	3.68	18.83	4.83
29.2651	29265.2	1.67	3.92	19.07	5.07
29.2688	29268.9	1.88	4.08	19.23	5.23
29.2724	29272.5	2.12	3.90	19.05	5.05
29.276	29276.1	2.55	3.54	18.69	4.69
29.2788	29278.9	2.59	3.28	18.43	4.43
29.2818	29281.9	2.34	2.88	18.03	4.03
29.2844	29284.5	2.37	3.04	18.19	4.19
29.2872	29287.3	2.87	3.20	18.35	4.35
29.2894	29289.5	2.26	3.19	18.34	4.34
29.292	29292.1	2.29	3.17	18.32	4.32
29.295	29295.1	2.36	3.55	18.7	4.7
29.2986	29298.7	2.40	3.45	18.6	4.6
29.3026	29302.7	2.16	3.17	18.32	4.32
29.3068	29306.9	2.44	3.39	18.54	4.54
29.311	29311.1	2.83	3.56	18.71	4.71
29.3146	29314.7	1.94	3.66	18.81	4.81
29.3184	29318.5	2.08	3.73	18.88	4.88
29.3216	29321.7	1.97	3.87	19.02	5.02
29.3252	29325.3	2.31	3.46	18.61	4.61
29.3284	29328.5	2.57	3.20	18.35	4.35
29.332	29332.1	2.70	2.86	18.01	4.01
29.3352	29335.3	2.58	2.83	17.98	3.98
29.338	29338.1	2.60	2.88	18.03	4.03
29.3406	29340.7	2.37	3.00	18.15	4.15
29.344	29344.1	2.48	2.96	18.11	4.11
29.3468	29346.9	2.47	3.04	18.19	4.19
29.3498	29349.9	2.65	3.02	18.17	4.17
29.3527	29352.8	2.46	3.13	18.28	4.28
29.3549	29355.0	2.41	3.02	18.17	4.17
29.3569	29357.0	2.27	3.28	18.43	4.43
29.3591	29359.2	2.68	3.47	18.62	4.62
29.3607	29360.8	2.15	3.63	18.78	4.78
29.3632	29363.3	2.11	3.63	18.78	4.78
29.3666	29366.7	2.11	3.58	18.73	4.73
29.3702	29370.3	2.26	3.58	18.73	4.73
29.3744	29374.5	2.79	3.34	18.49	4.49
29.3784	29378.5	2.15	3.27	18.42	4.42
29.3816	29381.7	2.55	3.43	18.58	4.58
29.3842	29384.3	2.24	3.72	18.87	4.87
29.387	29387.1	1.96	3.52	18.67	4.67
29.3896	29389.7	2.25	3.57	18.72	4.72
29.3932	29393.3	2.53	3.28	18.43	4.43
29.3972	29397.3	2.46	2.93	18.08	4.08
29.4012	29401.3	2.78	3.07	18.22	4.22
29.4044	29404.5	2.62	3.04	18.19	4.19
29.408	29408.1	1.98	3.03	18.18	4.18
29.4109	29411.0	2.59	3.10	18.25	4.25
29.4135	29413.6	2.48	3.13	18.28	4.28
29.4167	29416.8	2.65	2.88	18.03	4.03
29.4205	29420.6	2.56	3.27	18.42	4.42
29.4235	29423.6	2.45	3.46	18.61	4.61
29.4262	29426.3	1.85	3.75	18.9	4.9
29.429	29429.1	2.12	4.06	19.21	5.21
29.431	29431.1	2.12	4.33	19.48	5.48
29.4328	29432.9	1.97	4.15	19.3	5.3
29.4352	29435.3	1.95	4.20	19.35	5.35
29.4386	29438.7	2.19	4.38	19.53	5.53
29.4424	29442.5	2.02	4.41	19.56	5.56
29.4468	29446.9	1.79	4.28	19.43	5.43
29.4508	29450.9	1.91	4.19	19.34	5.34
29.4548	29454.9	2.19	4.17	19.32	5.32
29.4584	29458.5	2.35	3.54	18.69	4.69
29.4614	29461.5	2.07	3.27	18.42	4.42
29.4646	29464.7	2.96	3.25	18.4	4.4
29.4676	29467.7	2.42	3.21	18.36	4.36
29.4706	29470.7	2.24	3.22	18.37	4.37
29.4732	29473.3	2.41	3.63	18.78	4.78
29.4754	29475.5	2.06	3.75	18.9	4.9
29.4766	29476.7	2.19	3.78	18.93	4.93
29.4778	29477.9	2.19	3.90	19.05	5.05
29.478	29478.1	2.19	3.83	18.98	4.98
29.4798	29479.9	2.19	3.69	18.84	4.84
29.482	29482.1	2.19	3.37	18.52	4.52
29.4848	29484.9	2.45	3.19	18.34	4.34
29.4886	29488.7	2.78	3.19	18.34	4.34
29.493	29493.1	2.54	3.14	18.29	4.29
29.4956	29495.7	2.19	3.22	18.37	4.37
29.4982	29498.3	2.28	3.50	18.65	4.65
29.5012	29501.3	2.29	3.68	18.83	4.83
29.504	29504.1	2.26	3.23	18.38	4.38
29.5062	29506.3	2.21	3.23	18.38	4.38
29.5086	29508.7	3.03	3.33	18.48	4.48
29.5114	29511.5	2.27	3.41	18.56	4.56
29.5134	29513.5	2.11	3.33	18.48	4.48
29.5152	29515.3	2.12	4.02	19.17	5.17
29.517	29517.1	2.36	4.13	19.28	5.28
29.5188	29518.9	1.72	4.25	19.4	5.4
29.5198	29519.9	2.08	4.35	19.5	5.5
29.5206	29520.7	1.87	4.48	19.63	5.63
29.5214	29521.5	1.93	4.17	19.32	5.32
29.5228	29522.9	2.13	4.14	19.29	5.29
29.5244	29524.5	2.30	4.02	19.17	5.17
29.526	29526.1	2.13	3.92	19.07	5.07
29.528	29528.1	2.09	3.97	19.12	5.12
29.5294	29529.5	2.13	4.09	19.24	5.24
29.5306	29530.7	2.04	4.09	19.24	5.24
29.5318	29531.9	2.07	3.61	18.76	4.76
29.5336	29533.7	2.12	3.88	19.03	5.03
29.535	29535.1	2.99	3.94	19.09	5.09
29.5367	29536.8	1.63	3.97	19.12	5.12
29.5385	29538.6	1.92	4.30	19.45	5.45
29.5401	29540.2	2.02	4.93	20.08	6.08
29.5417	29541.8	1.51	4.71	19.86	5.86
29.5443	29544.4	1.80	4.65	19.8	5.8
29.5474	29547.5	2.04	4.77	19.92	5.92
29.551	29551.1	2.03	4.69	19.84	5.84
29.5552	29555.3	1.80	4.88	20.03	6.03
29.559	29559.1	1.66	5.16	20.31	6.31
29.5624	29562.5	1.45	5.50	20.65	6.65
29.566	29566.1	1.61	5.18	20.33	6.33
29.5694	29569.5	1.60	4.73	19.88	5.88
29.5724	29572.5	2.21	4.41	19.56	5.56
29.5756	29575.7	2.39	4.11	19.26	5.26
29.5782	29578.3	2.04	3.73	18.88	4.88
29.5808	29580.9	2.17	3.66	18.81	4.81
29.5828	29582.9	2.33	3.85	19	5
29.5846	29584.7	2.33	3.71	18.86	4.86
29.5864	29586.5	2.04	3.61	18.76	4.76
29.5892	29589.3	2.29	3.70	18.85	4.85
29.5918	29591.9	2.36	3.68	18.83	4.83
29.595	29595.1	2.17	3.73	18.88	4.88
29.599	29599.1	2.37	3.75	18.9	4.9
29.6026	29602.7	1.94	3.75	18.9	4.9
29.6054	29605.5	2.25	3.79	18.94	4.94
29.6074	29607.5	2.36	3.83	18.98	4.98
29.6094	29609.5	2.10	3.76	18.91	4.91
29.6104	29610.5	2.30	3.76	18.91	4.91
29.6124	29612.5	2.07	3.83	18.98	4.98
29.6152	29615.3	2.25	3.55	18.7	4.7
29.619	29619.1	2.23	3.58	18.73	4.73
29.6232	29623.3	2.62	3.54	18.69	4.69
29.6278	29627.9	2.25	3.57	18.72	4.72
29.632	29632.1	2.14	3.77	18.92	4.92
29.6362	29636.3	2.20	4.16	19.31	5.31
29.6394	29639.5	1.85	4.30	19.45	5.45
29.6424	29642.5	1.88	4.55	19.7	5.7
29.645	29645.1	2.00	4.64	19.79	5.79
29.6478	29647.9	1.67	4.63	19.78	5.78
29.6496	29649.7	2.03	4.52	19.67	5.67
29.6518	29651.9	1.86	4.75	19.9	5.9
29.6532	29653.3	2.09	4.61	19.76	5.76
29.6546	29654.7	1.57	4.65	19.8	5.8
29.6556	29655.7	1.94	4.46	19.61	5.61
29.6568	29656.9	1.94	4.59	19.74	5.74
29.6582	29658.3	2.22	4.29	19.44	5.44
29.6612	29661.3	1.85	4.21	19.36	5.36
29.6654	29665.5	2.13	4.23	19.38	5.38
29.6714	29671.5	2.09	4.33	19.48	5.48
29.6776	29677.7	1.90	4.06	19.21	5.21
29.6834	29683.5	2.03	4.08	19.23	5.23
29.6904	29690.5	2.37	3.95	19.1	5.1
29.6984	29698.5	2.08	3.73	18.88	4.88
29.7042	29704.3	2.33	3.58	18.73	4.73
29.7104	29710.5	2.32	3.94	19.09	5.09
29.7164	29716.5	2.32	3.88	19.03	5.03
29.7224	29722.5	1.69	3.81	18.96	4.96
29.7274	29727.5	2.19	3.98	19.13	5.13
29.7324	29732.5	2.46	3.98	19.13	5.13
29.7382	29738.3	2.01	3.85	19	5
29.7468	29746.9	2.32	3.46	18.61	4.61
29.7526	29752.7	1.93	3.78	18.93	4.93
29.7591	29759.2	2.91	3.67	18.82	4.82
29.7659	29766.0	1.87	3.81	18.96	4.96
29.7721	29772.2	2.21	3.75	18.9	4.9
29.7764	29776.5	2.06	4.16	19.31	5.31
29.7816	29781.7	2.04	4.01	19.16	5.16
29.785	29785.1	2.15	3.99	19.14	5.14
29.7882	29788.3	2.15	3.57	18.72	4.72
29.7914	29791.5	2.25	3.48	18.63	4.63
29.7942	29794.3	2.85	3.41	18.56	4.56
29.7964	29796.5	2.20	3.34	18.49	4.49
29.7996	29799.7	2.29	3.47	18.62	4.62
29.8036	29803.7	2.28	3.89	19.04	5.04
29.8072	29807.3	1.99	3.61	18.76	4.76
29.8108	29810.9	2.08	3.68	18.83	4.83
29.8148	29814.9	2.72	3.78	18.93	4.93
29.818	29818.1	2.16	3.74	18.89	4.89
29.8206	29820.7	2.09	3.83	18.98	4.98
29.823	29823.1	2.06	4.18	19.33	5.33
29.8248	29824.9	1.91	4.24	19.39	5.39
29.8258	29825.9	2.06	4.10	19.25	5.25
29.827	29827.1	2.06	4.33	19.48	5.48
29.8282	29828.3	2.34	4.41	19.56	5.56
29.8294	29829.5	1.63	4.30	19.45	5.45
29.8312	29831.3	1.76	4.24	19.39	5.39
29.833	29833.1	2.27	4.25	19.4	5.4
29.8348	29834.9	2.17	3.96	19.11	5.11
29.8366	29836.7	2.32	3.83	18.98	4.98
29.8384	29838.5	2.18	4.01	19.16	5.16
29.8396	29839.7	2.01	4.11	19.26	5.26
29.8414	29841.5	1.92	4.43	19.58	5.58
29.8432	29843.3	1.99	4.24	19.39	5.39
29.8446	29844.7	1.72	3.94	19.09	5.09
29.846	29846.1	2.53	3.77	18.92	4.92
29.8476	29847.7	2.58	3.71	18.86	4.86
29.8486	29848.7	2.23	3.51	18.66	4.66
29.8494	29849.5	2.10	4.13	19.28	5.28
29.8506	29850.7	2.10	3.98	19.13	5.13
29.852	29852.1	1.37	3.86	19.01	5.01
29.8542	29854.3	2.86	3.94	19.09	5.09
29.8574	29857.5	2.45	3.83	18.98	4.98
29.8614	29861.5	1.95	3.34	18.49	4.49
29.8662	29866.3	2.32	3.70	18.85	4.85
29.8706	29870.7	2.29	3.92	19.07	5.07
29.8748	29874.9	2.17	3.78	18.93	4.93
29.879	29879.1	2.05	4.03	19.18	5.18
29.8834	29883.5	2.20	4.17	19.32	5.32
29.8866	29886.7	1.86	4.24	19.39	5.39
29.8912	29891.3	2.02	3.75	18.9	4.9
29.8954	29895.5	2.05	3.99	19.14	5.14
29.8986	29898.7	2.97	3.89	19.04	5.04
29.9012	29901.3	1.75	4.02	19.17	5.17
29.9042	29904.3	2.04	4.32	19.47	5.47
29.9068	29906.9	1.78	4.91	20.06	6.06
29.91	29910.1	1.49	4.91	20.06	6.06
29.9132	29913.3	1.85	5.06	20.21	6.21
29.9166	29916.7	1.75	4.53	19.68	5.68
29.9198	29919.9	1.80	4.00	19.15	5.15
29.9223	29922.4	2.74	3.82	18.97	4.97
29.9243	29924.4	2.48	3.66	18.81	4.81
29.9263	29926.4	2.20	3.41	18.56	4.56
29.9281	29928.2	2.05	3.68	18.83	4.83
29.9303	29930.4	2.26	3.83	18.98	4.98
29.933	29933.1	2.23	3.90	19.05	5.05
29.9362	29936.3	2.21	3.91	19.06	5.06
29.9394	29939.5	2.07	3.93	19.08	5.08
29.9424	29942.5	2.03	3.66	18.81	4.81
29.9454	29945.5	2.22	3.74	18.89	4.89
29.9486	29948.7	2.73	3.69	18.84	4.84
29.9512	29951.3	2.07	3.87	19.02	5.02
29.9554	29955.5	2.16	4.05	19.2	5.2
29.9602	29960.3	1.68	4.06	19.21	5.21
29.9646	29964.7	1.89	3.87	19.02	5.02
29.9688	29968.9	2.71	3.96	19.11	5.11
29.9736	29973.7	2.43	3.85	19	5
29.9774	29977.5	1.99	3.79	18.94	4.94
29.9806	29980.7	1.89	4.32	19.47	5.47
29.9836	29983.7	2.00	4.62	19.77	5.77
29.9868	29986.9	1.71	4.57	19.72	5.72
29.9894	29989.5	1.88	4.02	19.17	5.17
29.992	29992.1	2.08	4.11	19.26	5.26
29.9945	29994.6	2.91	3.61	18.76	4.76
29.9977	29997.8	1.83	3.71	18.86	4.86
30.0007	30000.8	2.66	3.85	19	5
30.0039	30004.0	1.68	4.31	19.46	5.46
30.0071	30007.2	1.83	3.98	19.13	5.13
30.0102	30010.3	2.04	4.45	19.6	5.6
30.013	30013.1	2.45	4.23	19.38	5.38
30.015	30015.1	1.79	3.76	18.91	4.91
30.0166	30016.7	2.08	3.78	18.93	4.93
30.0176	30017.7	2.71	3.96	19.11	5.11
30.0186	30018.7	2.01	3.72	18.87	4.87
30.0196	30019.7	2.11	3.72	18.87	4.87
30.0207	30020.8	2.24	4.26	19.41	5.41
30.0215	30021.6	2.08	3.86	19.01	5.01
30.0225	30022.6	1.70	3.91	19.06	5.06
30.0245	30024.6	2.76	3.90	19.05	5.05
30.0271	30027.2	2.01	3.81	18.96	4.96
30.0299	30030.0	2.26	3.61	18.76	4.76
30.0326	30032.7	2.25	3.94	19.09	5.09
30.0356	30035.7	2.07	3.58	18.73	4.73
30.0376	30037.7	2.14	3.66	18.81	4.81
30.0386	30038.7	2.70	3.53	18.68	4.68
30.0395	30039.6	2.10	3.29	18.44	4.44
30.0407	30040.8	2.49	3.34	18.49	4.49
30.0419	30042.0	2.52	3.54	18.69	4.69
30.0429	30043.0	2.05	3.37	18.52	4.52
30.0451	30045.2	2.32	3.46	18.61	4.61
30.047	30047.1	2.42	3.54	18.69	4.69
30.049	30049.1	2.33	3.33	18.48	4.48
30.0512	30051.3	2.37	3.50	18.65	4.65
30.0534	30053.5	2.44	3.57	18.72	4.72
30.0548	30054.9	2.00	3.43	18.58	4.58
30.0568	30056.9	2.29	3.60	18.75	4.75
30.0584	30058.5	2.59	3.69	18.84	4.84
30.0598	30059.9	2.05	3.47	18.62	4.62
30.0614	30061.5	2.28	3.48	18.63	4.63
30.0626	30062.7	2.40	3.63	18.78	4.78
30.0636	30063.7	2.28	3.57	18.72	4.72
30.0646	30064.7	2.31	3.48	18.63	4.63
30.0658	30065.9	2.17	3.61	18.76	4.76
30.0672	30067.3	2.44	3.40	18.55	4.55
30.0688	30068.9	2.15	3.55	18.7	4.7
30.07	30070.1	2.68	3.58	18.73	4.73
30.0716	30071.7	2.03	3.77	18.92	4.92
30.0732	30073.3	2.12	3.66	18.81	4.81
30.0744	30074.5	2.07	3.82	18.97	4.97
30.0754	30075.5	2.36	3.55	18.7	4.7
30.0766	30076.7	2.38	3.54	18.69	4.69
30.0778	30077.9	2.53	3.10	18.25	4.25
30.0784	30078.5	2.15	3.22	18.37	4.37
30.0794	30079.5	2.90	3.38	18.53	4.53
30.0804	30080.5	2.12	3.35	18.5	4.5
30.0812	30081.3	2.09	3.03	18.18	4.18
30.0822	30082.3	2.59	3.52	18.67	4.67
30.0836	30083.7	2.74	3.20	18.35	4.35
30.0846	30084.7	1.99	3.26	18.41	4.41
30.0856	30085.7	2.72	3.34	18.49	4.49
30.0872	30087.3	1.97	3.83	18.98	4.98
30.0888	30088.9	2.44	3.81	18.96	4.96
30.09	30090.1	1.83	4.15	19.3	5.3
30.0916	30091.7	2.02	4.17	19.32	5.32
30.0938	30093.9	2.09	4.36	19.51	5.51
30.0954	30095.5	1.93	4.18	19.33	5.33
30.0968	30096.9	2.08	4.00	19.15	5.15
30.0986	30098.7	2.17	3.84	18.99	4.99
30.1002	30100.3	2.36	3.61	18.76	4.76
30.1014	30101.5	2.38	3.63	18.78	4.78
30.103	30103.1	2.37	3.64	18.79	4.79
30.1042	30104.3	2.04	3.63	18.78	4.78
30.1056	30105.7	2.15	3.81	18.96	4.96
30.1068	30106.9	2.37	3.53	18.68	4.68
30.1082	30108.3	2.06	3.46	18.61	4.61
30.1092	30109.3	2.88	3.41	18.56	4.56
30.1102	30110.3	2.17	3.45	18.6	4.6
30.111	30111.1	2.26	3.45	18.6	4.6
30.1122	30112.3	2.28	3.69	18.84	4.84
30.1134	30113.5	2.07	3.67	18.82	4.82
30.115	30115.1	2.43	3.63	18.78	4.78
30.1166	30116.7	2.20	3.85	19	5
30.1182	30118.3	2.34	3.74	18.89	4.89
30.1198	30119.9	1.87	3.85	19	5
30.1214	30121.5	2.28	3.91	19.06	5.06
30.1226	30122.7	2.21	4.03	19.18	5.18
30.124	30124.1	2.10	3.92	19.07	5.07
30.1254	30125.5	2.10	4.09	19.24	5.24
30.1268	30126.9	2.08	4.09	19.24	5.24
30.128	30128.1	1.96	3.69	18.84	4.84
30.1294	30129.5	2.21	3.61	18.76	4.76
30.131	30131.1	2.85	3.54	18.69	4.69
30.1326	30132.7	2.25	3.39	18.54	4.54
30.1342	30134.3	2.21	3.46	18.61	4.61
30.1357	30135.8	2.25	3.76	18.91	4.91
30.1373	30137.4	2.08	3.79	18.94	4.94
30.1391	30139.2	2.29	3.76	18.91	4.91
30.1409	30141.0	2.18	3.61	18.76	4.76
30.1427	30142.8	2.27	3.45	18.6	4.6
30.1448	30144.9	2.54	3.41	18.56	4.56
30.147	30147.1	2.38	3.22	18.37	4.37
30.1488	30148.9	2.36	2.83	17.98	3.98
30.1504	30150.5	2.54	2.91	18.06	4.06
30.152	30152.1	2.99	2.98	18.13	4.13
30.1536	30153.7	2.40	3.03	18.18	4.18
30.1554	30155.5	2.25	3.05	18.2	4.2
30.1574	30157.5	2.27	3.41	18.56	4.56
30.1596	30159.7	2.49	3.55	18.7	4.7
30.1618	30161.9	2.32	3.38	18.53	4.53
30.1638	30163.9	2.13	3.39	18.54	4.54
30.1654	30165.5	2.57	3.48	18.63	4.63
30.1667	30166.8	2.25	3.19	18.34	4.34
30.1679	30168.0	2.33	3.09	18.24	4.24
30.1691	30169.2	2.87	3.27	18.42	4.42
30.1705	30170.6	2.32	3.19	18.34	4.34
30.1723	30172.4	2.23	3.18	18.33	4.33
30.1744	30174.5	2.39	3.36	18.51	4.51
30.1766	30176.7	2.36	3.44	18.59	4.59
30.1786	30178.7	2.52	3.11	18.26	4.26
30.1804	30180.5	2.17	3.14	18.29	4.29
30.182	30182.1	2.86	3.13	18.28	4.28
30.1836	30183.7	2.33	3.30	18.45	4.45
30.185	30185.1	2.38	3.31	18.46	4.46
30.1864	30186.5	2.20	3.58	18.73	4.73
30.188	30188.1	2.14	3.60	18.75	4.75
30.1898	30189.9	2.36	3.69	18.84	4.84
30.1914	30191.5	2.29	3.42	18.57	4.57
30.1927	30192.8	2.21	3.12	18.27	4.27
30.1941	30194.2	2.71	3.15	18.3	4.3
30.1955	30195.6	2.71	3.03	18.18	4.18
30.1967	30196.8	2.29	3.07	18.22	4.22
30.1982	30198.3	2.52	3.27	18.42	4.42
30.2	30200.1	2.14	3.51	18.66	4.66
30.202	30202.1	2.33	3.51	18.66	4.66
30.204	30204.1	2.27	3.72	18.87	4.87
30.2058	30205.9	2.28	3.86	19.01	5.01
30.2076	30207.7	2.13	3.99	19.14	5.14
30.2094	30209.5	1.88	4.12	19.27	5.27
30.2112	30211.3	2.09	4.22	19.37	5.37
30.213	30213.1	2.02	4.20	19.35	5.35
30.215	30215.1	2.09	4.06	19.21	5.21
30.217	30217.1	2.17	4.01	19.16	5.16
30.219	30219.1	2.15	4.03	19.18	5.18
30.221	30221.1	2.18	4.06	19.21	5.21
30.2232	30223.3	1.98	4.20	19.35	5.35
30.2254	30225.5	2.04	3.76	18.91	4.91
30.2272	30227.3	1.90	3.98	19.13	5.13
30.2288	30228.9	2.97	4.01	19.16	5.16
30.2302	30230.3	1.77	4.00	19.15	5.15
30.2314	30231.5	1.92	3.84	18.99	4.99
30.2326	30232.7	2.07	4.43	19.58	5.58
30.2342	30234.3	2.20	4.20	19.35	5.35
30.236	30236.1	1.85	4.03	19.18	5.18
30.238	30238.1	2.21	3.97	19.12	5.12
30.2397	30239.8	2.23	3.67	18.82	4.82
30.2415	30241.6	2.19	3.52	18.67	4.67
30.2433	30243.4	2.77	3.69	18.84	4.84
30.2451	30245.2	2.12	3.65	18.8	4.8
30.2469	30247.0	1.90	3.65	18.8	4.8
30.2488	30248.9	2.31	3.91	19.06	5.06
30.2504	30250.5	2.19	4.00	19.15	5.15
30.252	30252.1	2.28	3.83	18.98	4.98
30.2536	30253.7	1.95	3.95	19.1	5.1
30.2552	30255.3	2.22	3.98	19.13	5.13
30.2572	30257.3	2.08	3.93	19.08	5.08
30.2594	30259.5	2.14	3.64	18.79	4.79
30.2616	30261.7	2.36	3.60	18.75	4.75
30.2638	30263.9	2.50	3.63	18.78	4.78
30.266	30266.1	2.30	3.63	18.78	4.78
30.268	30268.1	2.02	3.43	18.58	4.58
30.2696	30269.7	2.14	3.63	18.78	4.78
30.271	30271.1	2.74	3.81	18.96	4.96
30.2722	30272.3	2.11	3.63	18.78	4.78
30.273	30273.1	1.97	3.50	18.65	4.65
30.2738	30273.9	2.35	3.65	18.8	4.8
30.2752	30275.3	2.40	3.43	18.58	4.58
30.2767	30276.8	2.45	3.02	18.17	4.17
30.2781	30278.2	2.52	3.04	18.19	4.19
30.2799	30280.0	2.75	3.11	18.26	4.26
30.2817	30281.8	2.31	3.26	18.41	4.41
30.2833	30283.4	2.27	3.50	18.65	4.65
30.285	30285.1	2.17	3.87	19.02	5.02
30.287	30287.1	2.07	4.03	19.18	5.18
30.289	30289.1	2.04	4.07	19.22	5.22
30.2908	30290.9	2.02	4.06	19.21	5.21
30.2925	30292.6	2.19	3.85	19	5
30.2939	30294.0	2.20	3.76	18.91	4.91
30.2953	30295.4	2.46	3.60	18.75	4.75
30.2967	30296.8	2.21	3.68	18.83	4.83
30.2983	30298.4	2.31	3.75	18.9	4.9
30.3	30300.1	2.05	3.91	19.06	5.06
30.302	30302.1	2.06	3.54	18.69	4.69
30.3036	30303.7	2.17	3.29	18.44	4.44
30.3048	30304.9	2.90	3.22	18.37	4.37
30.306	30306.1	2.78	3.27	18.42	4.42
30.3072	30307.3	2.17	3.26	18.41	4.41
30.3084	30308.5	1.98	3.83	18.98	4.98
30.3102	30310.3	2.18	3.78	18.93	4.93
30.312	30312.1	1.84	3.91	19.06	5.06
30.3134	30313.5	2.87	3.77	18.92	4.92
30.3148	30314.9	1.92	3.67	18.82	4.82
30.3161	30316.2	2.24	3.23	18.38	4.38
30.3169	30317.0	2.38	3.49	18.64	4.64
30.3181	30318.2	2.65	3.24	18.39	4.39
30.3197	30319.8	2.39	3.10	18.25	4.25
30.3213	30321.4	2.39	3.15	18.3	4.3
30.323	30323.1	2.51	3.45	18.6	4.6
30.3247	30324.8	2.27	3.63	18.78	4.78
