Age My	Age ky before 2015	δ18O	Tdo	Ts	T anomaly
0.4957	495.8	3.66	0.18	12.62	-1.38
0.4967	496.8	3.64	0.26	12.77	-1.23
0.4977	497.8	4.24	0.18	12.62	-1.38
0.4987	498.8	3.70	0.12	12.48	-1.52
0.4997	499.8	3.79	0.08	12.42	-1.58
0.5008	500.9	3.89	0.18	12.61	-1.39
0.502	502.1	3.75	0.12	12.49	-1.51
0.503	503.1	3.92	0.03	12.3	-1.7
0.504	504.1	3.90	-0.18	11.9	-2.1
0.5048	504.9	4.11	-0.14	11.96	-2.04
0.5058	505.9	4.58	-0.15	11.96	-2.04
0.5066	506.7	3.64	-0.16	11.93	-2.07
0.5078	507.9	3.93	-0.19	11.88	-2.12
0.5088	508.9	3.95	-0.01	12.23	-1.77
0.51	510.1	4.19	-0.12	12.01	-1.99
0.511	511.1	3.98	-0.19	11.86	-2.14
0.5126	512.7	4.02	-0.18	11.9	-2.1
0.5136	513.7	4.18	-0.17	11.9	-2.1
0.5148	514.9	3.89	-0.33	11.58	-2.42
0.5158	515.9	4.18	-0.38	11.49	-2.51
0.5172	517.3	4.53	-0.37	11.5	-2.5
0.5182	518.3	4.18	-0.33	11.59	-2.41
0.5196	519.7	4.15	-0.27	11.7	-2.3
0.521	521.1	3.75	-0.14	11.98	-2.02
0.5226	522.7	3.98	0.01	12.26	-1.74
0.5238	523.9	4.06	0.09	12.43	-1.57
0.5252	525.3	3.70	0.01	12.26	-1.74
0.5265	526.6	3.86	-0.16	11.94	-2.06
0.5277	527.8	4.04	-0.10	12.06	-1.94
0.5289	529.0	4.53	-0.16	11.93	-2.07
0.5301	530.2	3.86	-0.26	11.73	-2.27
0.5315	531.6	3.92	-0.31	11.64	-2.36
0.5328	532.9	4.20	-0.08	12.09	-1.91
0.534	534.1	4.19	-0.20	11.84	-2.16
0.5358	535.9	3.77	-0.36	11.53	-2.47
0.5374	537.5	4.27	-0.38	11.49	-2.51
0.5386	538.7	4.45	-0.42	11.4	-2.6
0.5398	539.9	4.28	-0.57	11.11	-2.89
0.5414	541.5	4.33	-0.61	11.03	-2.97
0.5424	542.5	4.28	-0.68	10.88	-3.12
0.5434	543.5	4.40	-0.65	10.94	-3.06
0.5448	544.9	4.70	-0.67	10.91	-3.09
0.5462	546.3	4.18	-0.79	10.67	-3.33
0.5474	547.5	4.39	-0.76	10.74	-3.26
0.5488	548.9	4.68	-0.63	10.98	-3.02
0.5506	550.7	4.29	-0.82	10.61	-3.39
0.5518	551.9	4.28	-0.72	10.8	-3.2
0.553	553.1	4.82	-0.60	11.05	-2.95
0.5542	554.3	4.06	-0.59	11.07	-2.93
0.5554	555.5	4.25	-0.65	10.96	-3.04
0.5562	556.3	4.26	-0.40	11.45	-2.55
0.5574	557.5	4.47	-0.43	11.39	-2.61
0.5588	558.9	3.99	-0.31	11.64	-2.36
0.5604	560.5	4.15	-0.25	11.76	-2.24
0.5618	561.9	3.83	-0.20	11.85	-2.15
0.5636	563.7	4.06	-0.09	12.08	-1.92
0.5651	565.2	4.31	0.04	12.34	-1.66
0.5663	566.4	3.60	0.02	12.28	-1.72
0.5677	567.8	3.71	0.11	12.48	-1.52
0.5689	569.0	3.92	0.23	12.71	-1.29
0.5697	569.8	3.73	0.23	12.72	-1.28
0.5705	570.6	3.92	0.22	12.7	-1.3
0.5716	571.7	3.58	0.25	12.74	-1.26
0.5723	572.4	3.75	0.26	12.77	-1.23
0.5731	573.2	3.84	0.35	12.96	-1.04
0.5741	574.2	3.69	0.38	13.01	-0.99
0.5751	575.2	3.59	0.57	13.38	-0.619999999999999
0.576	576.1	3.50	0.72	13.69	-0.31
0.577	577.1	3.11	0.61	13.47	-0.529999999999999
0.578	578.1	3.32	0.55	13.35	-0.65
0.5788	578.9	4.06	0.52	13.3	-0.699999999999999
0.5795	579.6	3.80	0.34	12.94	-1.06
0.5803	580.4	3.58	0.24	12.74	-1.26
0.5811	581.2	3.73	0.22	12.7	-1.3
0.5819	582.0	3.66	0.21	12.66	-1.34
0.5828	582.9	4.13	0.17	12.6	-1.4
0.5837	583.8	3.86	-0.05	12.14	-1.86
0.5847	584.8	3.69	-0.15	11.96	-2.04
0.5857	585.8	4.50	-0.13	12	-2
0.5866	586.7	3.98	-0.05	12.15	-1.85
0.5876	587.7	4.06	-0.10	12.05	-1.95
0.5889	589.0	3.60	0.14	12.53	-1.47
0.5899	590.0	3.86	0.23	12.71	-1.29
0.5907	590.8	3.68	0.24	12.72	-1.28
0.5917	591.8	3.67	0.24	12.73	-1.27
0.5928	592.9	4.04	0.35	12.95	-1.05
0.5937	593.8	3.59	0.35	12.95	-1.05
0.5945	594.6	3.48	0.31	12.87	-1.13
0.5953	595.4	3.69	0.38	13.01	-0.99
0.5959	596.0	3.80	0.29	12.83	-1.17
0.596	596.1	3.80	0.25	12.76	-1.24
0.596	596.1	3.90	0.19	12.64	-1.36
0.5961	596.2	3.60	0.28	12.8	-1.2
0.5969	597.0	3.90	0.27	12.78	-1.22
0.5979	598.0	3.52	0.46	13.18	-0.82
0.5989	599.0	3.83	0.21	12.68	-1.32
0.5999	600.0	3.23	0.23	12.71	-1.29
0.6014	601.5	4.45	0.09	12.44	-1.56
0.6024	602.5	3.85	0.19	12.64	-1.36
0.6034	603.5	3.98	-0.10	12.05	-1.95
0.6048	604.9	3.49	0.04	12.33	-1.67
0.6064	606.5	4.23	0.10	12.44	-1.56
0.6076	607.7	3.97	0.17	12.59	-1.41
0.609	609.1	3.66	0.22	12.7	-1.3
0.6102	610.3	3.73	0.19	12.63	-1.37
0.611	611.1	3.31	0.27	12.79	-1.21
0.612	612.1	4.35	0.28	12.81	-1.19
0.6131	613.2	3.69	0.36	12.98	-1.02
0.6139	614.0	3.62	0.34	12.93	-1.07
0.6148	614.9	3.45	0.55	13.35	-0.65
0.6158	615.9	3.39	0.80	13.85	-0.15
0.6168	616.9	3.63	0.91	14.06	0.060000000000001
0.6176	617.7	2.85	0.75	13.75	-0.25
0.6184	618.5	3.25	0.66	13.56	-0.44
0.619	619.1	3.99	0.63	13.51	-0.49
0.6199	620.0	3.70	0.27	12.78	-1.22
0.6207	620.8	3.73	0.06	12.37	-1.63
0.6214	621.5	4.08	-0.06	12.12	-1.88
0.6222	622.3	3.95	-0.27	11.7	-2.3
0.6232	623.3	4.42	-0.36	11.52	-2.48
0.6244	624.5	4.41	-0.58	11.08	-2.92
0.6254	625.5	4.04	-0.89	10.46	-3.54
0.6264	626.5	4.83	-0.88	10.5	-3.5
0.6272	627.3	5.01	-0.99	10.27	-3.73
0.6282	628.3	4.36	-1.21	9.84	-4.16
0.629	629.1	4.79	-1.04	10.16	-3.84
0.6298	629.9	4.78	-1.06	10.13	-3.87
0.6306	630.7	4.28	-1.27	9.71	-4.29
0.632	632.1	5.06	-1.27	9.72	-4.28
0.6332	633.3	5.08	-1.33	9.6	-4.4
0.6342	634.3	4.78	-1.53	9.18	-4.82
0.6354	635.5	4.98	-1.39	9.47	-4.53
0.637	637.1	4.99	-1.27	9.72	-4.28
0.638	638.1	4.56	-1.28	9.69	-4.31
0.639	639.1	4.67	-1.22	9.81	-4.19
0.6402	640.3	4.83	-1.03	10.18	-3.82
0.6414	641.5	4.76	-1.10	10.06	-3.94
0.6423	642.4	4.36	-1.09	10.07	-3.93
0.6435	643.6	4.78	-0.89	10.46	-3.54
0.6449	645.0	4.65	-0.82	10.6	-3.4
0.6461	646.2	4.16	-0.95	10.35	-3.65
0.6471	647.2	4.52	-0.80	10.65	-3.35
0.6486	648.7	4.79	-0.82	10.61	-3.39
0.65	650.1	4.26	-0.86	10.54	-3.46
0.6516	651.7	4.72	-0.88	10.5	-3.5
0.6534	653.5	4.29	-0.72	10.81	-3.19
0.655	655.1	4.59	-0.82	10.61	-3.39
0.6566	656.7	4.25	-0.77	10.71	-3.29
0.658	658.1	4.60	-0.76	10.74	-3.26
0.6588	658.9	4.55	-0.74	10.78	-3.22
0.6599	660.0	4.25	-0.84	10.58	-3.42
0.6613	661.4	4.52	-0.70	10.86	-3.14
0.6621	662.2	4.59	-0.69	10.88	-3.12
0.6634	663.5	4.12	-0.76	10.72	-3.28
0.6649	665.0	4.52	-0.74	10.77	-3.23
0.666	666.1	4.51	-0.58	11.1	-2.9
0.6668	666.9	4.44	-0.67	10.91	-3.09
0.6682	668.3	4.03	-0.59	11.06	-2.94
0.6691	669.2	4.45	-0.42	11.41	-2.59
0.67	670.1	4.25	-0.40	11.46	-2.54
0.671	671.1	3.92	-0.37	11.52	-2.48
0.6722	672.3	4.36	-0.50	11.25	-2.75
0.673	673.1	3.93	-0.45	11.35	-2.65
0.674	674.1	4.91	-0.43	11.4	-2.6
0.6748	674.9	4.07	-0.40	11.45	-2.55
0.6755	675.6	3.84	-0.61	11.02	-2.98
0.6764	676.5	4.28	-0.28	11.69	-2.31
0.6774	677.5	4.65	-0.40	11.45	-2.55
0.6783	678.4	3.78	-0.50	11.25	-2.75
0.6793	679.4	4.48	-0.34	11.57	-2.43
0.6805	680.6	4.18	-0.22	11.8	-2.2
0.6815	681.6	3.72	-0.16	11.93	-2.07
0.6823	682.4	4.26	-0.01	12.23	-1.77
0.6833	683.4	3.56	0.23	12.71	-1.29
0.6843	684.4	3.98	0.11	12.47	-1.53
0.685	685.1	3.36	0.34	12.93	-1.07
0.6859	686.0	4.13	0.28	12.81	-1.19
0.6869	687.0	3.47	0.44	13.14	-0.859999999999999
0.6879	688.0	3.77	0.41	13.06	-0.94
0.6891	689.2	3.42	0.56	13.36	-0.640000000000001
0.6902	690.3	3.48	0.50	13.24	-0.76
0.6914	691.5	3.62	0.60	13.44	-0.560000000000001
0.6924	692.5	3.68	0.61	13.48	-0.52
0.6936	693.7	3.43	0.61	13.46	-0.539999999999999
0.6944	694.5	3.36	0.57	13.39	-0.609999999999999
0.6956	695.7	3.50	0.60	13.44	-0.560000000000001
0.6968	696.9	3.75	0.45	13.15	-0.85
0.6982	698.3	3.59	0.37	12.98	-1.02
0.6992	699.3	3.93	0.37	12.99	-1.01
0.7008	700.9	3.64	0.34	12.93	-1.07
0.702	702.1	3.49	0.17	12.58	-1.42
0.703	703.1	3.85	0.28	12.81	-1.19
0.7044	704.5	4.18	0.19	12.64	-1.36
0.7058	705.9	3.55	-0.04	12.16	-1.84
0.7074	707.5	3.93	-0.19	11.87	-2.13
0.7092	709.3	4.30	-0.25	11.76	-2.24
0.7108	710.9	4.34	-0.43	11.38	-2.62
0.7122	712.3	4.38	-0.70	10.85	-3.15
0.7136	713.7	4.19	-0.57	11.11	-2.89
0.7144	714.5	4.84	-0.58	11.1	-2.9
0.7151	715.2	3.86	-0.62	11.01	-2.99
0.7165	716.6	4.35	-0.73	10.79	-3.21
0.7175	717.6	4.53	-0.59	11.06	-2.94
0.7191	719.2	4.57	-0.73	10.79	-3.21
0.7206	720.7	4.37	-0.76	10.74	-3.26
0.7221	722.2	4.33	-0.69	10.87	-3.13
0.7231	723.2	4.44	-0.47	11.31	-2.69
0.7245	724.6	4.30	-0.49	11.28	-2.72
0.7255	725.6	3.83	-0.45	11.35	-2.65
0.7268	726.9	4.42	-0.31	11.64	-2.36
0.7281	728.2	4.20	-0.23	11.79	-2.21
0.7295	729.6	3.95	-0.35	11.56	-2.44
0.7309	731.0	4.05	-0.16	11.93	-2.07
0.7321	732.2	4.22	-0.10	12.06	-1.94
0.7333	733.4	3.78	-0.08	12.09	-1.91
0.7344	734.5	3.99	-0.14	11.98	-2.02
0.7358	735.9	3.90	-0.08	12.1	-1.9
0.737	737.1	4.23	-0.20	11.85	-2.15
0.7384	738.5	4.02	-0.21	11.83	-2.17
0.7398	739.9	4.20	-0.31	11.62	-2.38
0.7414	741.5	4.03	-0.29	11.67	-2.33
0.7425	742.6	4.25	-0.31	11.63	-2.37
0.7435	743.6	4.15	-0.33	11.58	-2.42
0.7449	745.0	4.09	-0.45	11.36	-2.64
0.7459	746.0	4.28	-0.41	11.43	-2.57
0.7474	747.5	4.41	-0.53	11.19	-2.81
0.7488	748.9	4.13	-0.56	11.13	-2.87
0.7508	750.9	4.55	-0.63	10.99	-3.01
0.7522	752.3	4.19	-0.70	10.84	-3.16
0.7536	753.7	4.53	-0.78	10.69	-3.31
0.7546	754.7	4.66	-0.70	10.85	-3.15
0.7556	755.7	4.38	-0.73	10.79	-3.21
0.7562	756.3	4.28	-0.80	10.66	-3.34
0.7569	757.0	4.30	-0.74	10.77	-3.23
0.7579	758.0	4.75	-0.77	10.71	-3.29
0.7587	758.8	4.48	-0.77	10.71	-3.29
0.7595	759.6	4.47	-0.66	10.93	-3.07
0.7602	760.3	4.28	-0.55	11.15	-2.85
0.7612	761.3	3.93	-0.41	11.44	-2.56
0.762	762.1	4.37	-0.32	11.62	-2.38
0.763	763.1	3.99	-0.33	11.59	-2.41
0.764	764.1	4.17	-0.38	11.49	-2.51
0.7651	765.2	4.32	-0.33	11.59	-2.41
0.7661	766.2	4.11	-0.37	11.51	-2.49
0.7669	767.0	4.20	-0.33	11.58	-2.42
0.7676	767.7	4.12	-0.28	11.69	-2.31
0.7688	768.9	4.05	-0.21	11.82	-2.18
0.7702	770.3	4.14	-0.14	11.96	-2.04
0.7716	771.7	3.88	-0.11	12.02	-1.98
0.7732	773.3	3.96	-0.01	12.22	-1.78
0.775	775.1	4.02	0.15	12.55	-1.45
0.7766	776.7	3.71	0.20	12.65	-1.35
0.7778	777.9	3.58	0.31	12.87	-1.13
0.7796	779.7	3.71	0.53	13.31	-0.69
0.7812	781.3	3.59	0.56	13.37	-0.630000000000001
0.7826	782.7	3.27	0.51	13.27	-0.73
0.7842	784.3	3.60	0.34	12.94	-1.06
0.7858	785.9	3.75	0.18	12.61	-1.39
0.7866	786.7	4.28	0.02	12.29	-1.71
0.7878	787.9	4.14	-0.08	12.1	-1.9
0.789	789.1	3.82	-0.36	11.53	-2.47
0.7898	789.9	3.93	-0.33	11.6	-2.4
0.7908	790.9	4.72	-0.48	11.29	-2.71
0.7924	792.5	4.16	-0.66	10.93	-3.07
0.7936	793.7	4.66	-0.80	10.65	-3.35
0.7947	794.8	4.44	-0.73	10.79	-3.21
0.7959	796.0	4.41	-0.77	10.7	-3.3
0.7971	797.2	4.47	-0.73	10.78	-3.22
0.7979	798.0	4.32	-0.69	10.86	-3.14
0.7987	798.8	4.52	-0.69	10.88	-3.12
0.8001	800.2	4.30	-0.60	11.06	-2.94
0.8014	801.5	4.39	-0.59	11.06	-2.94
0.8025	802.6	4.16	-0.50	11.26	-2.74
0.8037	803.8	4.31	-0.54	11.18	-2.82
0.8051	805.2	4.19	-0.57	11.11	-2.89
0.806	806.1	4.44	-0.57	11.11	-2.89
0.8068	806.9	4.50	-0.41	11.44	-2.56
0.808	808.1	4.17	-0.25	11.74	-2.26
0.8092	809.3	3.74	-0.07	12.1	-1.9
0.8102	810.3	3.67	0.05	12.35	-1.65
0.8118	811.9	3.83	0.10	12.45	-1.55
0.8134	813.5	4.08	0.00	12.26	-1.74
0.8148	814.9	4.00	-0.02	12.21	-1.79
0.8164	816.5	4.07	-0.08	12.09	-1.91
0.8184	818.5	3.74	0.06	12.38	-1.62
0.82	820.1	4.05	0.09	12.43	-1.57
0.8216	821.7	3.58	0.14	12.53	-1.47
0.8231	823.2	3.92	0.12	12.48	-1.52
0.8247	824.8	3.90	0.18	12.6	-1.4
0.8267	826.8	3.81	0.02	12.28	-1.72
0.8283	828.4	3.85	0.06	12.37	-1.63
0.8304	830.5	4.12	0.08	12.41	-1.59
0.8325	832.6	3.78	0.08	12.41	-1.59
0.8341	834.2	3.83	0.10	12.45	-1.55
0.8357	835.8	3.81	0.23	12.71	-1.29
0.8373	837.4	3.78	0.25	12.74	-1.26
0.839	839.1	3.67	0.33	12.9	-1.1
0.8404	840.5	3.73	0.49	13.23	-0.77
0.842	842.1	3.56	0.53	13.32	-0.68
0.8436	843.7	3.25	0.57	13.39	-0.609999999999999
0.8452	845.3	3.63	0.61	13.48	-0.52
0.8468	846.9	3.54	0.52	13.29	-0.710000000000001
0.8486	848.7	3.59	0.42	13.08	-0.92
0.8503	850.4	3.87	0.50	13.26	-0.74
0.8519	852.0	3.61	0.45	13.15	-0.85
0.8543	854.4	3.33	0.43	13.11	-0.890000000000001
0.8561	856.2	3.72	0.72	13.7	-0.300000000000001
0.8577	857.8	3.67	0.69	13.63	-0.369999999999999
0.8596	859.7	2.86	0.45	13.14	-0.859999999999999
0.8612	861.3	3.72	0.45	13.15	-0.85
0.8623	862.4	4.17	0.25	12.75	-1.25
0.8638	863.9	3.71	-0.04	12.17	-1.83
0.8654	865.5	4.35	-0.18	11.89	-2.11
0.8674	867.5	3.85	-0.32	11.61	-2.39
0.869	869.1	4.20	-0.57	11.11	-2.89
0.8706	870.7	4.64	-0.64	10.96	-3.04
0.8722	872.3	4.56	-0.86	10.53	-3.47
0.8742	874.3	4.60	-0.92	10.41	-3.59
0.8758	875.9	4.59	-0.89	10.48	-3.52
0.8777	877.8	4.40	-0.67	10.92	-3.08
0.8799	880.0	4.53	-0.71	10.84	-3.16
0.8815	881.6	3.81	-0.66	10.94	-3.06
0.8827	882.8	4.74	-0.64	10.97	-3.03
0.8841	884.2	4.42	-0.57	11.12	-2.88
0.8855	885.6	4.34	-0.73	10.78	-3.22
0.8867	886.8	4.28	-0.61	11.03	-2.97
0.8879	888.0	4.38	-0.64	10.98	-3.02
0.8891	889.2	4.31	-0.52	11.22	-2.78
0.8901	890.2	4.52	-0.55	11.15	-2.85
0.8911	891.2	3.93	-0.52	11.21	-2.79
0.8923	892.4	4.40	-0.47	11.31	-2.69
0.8935	893.6	4.28	-0.41	11.44	-2.56
0.8947	894.8	4.13	-0.45	11.34	-2.66
0.8957	895.8	4.30	-0.28	11.68	-2.32
0.8971	897.2	4.10	-0.26	11.72	-2.28
0.8983	898.4	3.82	-0.28	11.69	-2.31
0.8997	899.8	4.21	-0.21	11.84	-2.16
0.9012	901.3	4.19	-0.15	11.96	-2.04
0.9026	902.7	4.04	-0.24	11.77	-2.23
0.9038	903.9	3.90	-0.21	11.83	-2.17
0.905	905.1	4.14	-0.14	11.97	-2.03
0.906	906.1	4.11	-0.17	11.9	-2.1
0.9069	907.0	3.95	-0.17	11.9	-2.1
0.9079	908.0	4.15	-0.06	12.12	-1.88
0.909	909.1	3.90	0.03	12.31	-1.69
0.9096	909.7	3.77	-0.04	12.17	-1.83
0.9104	910.5	3.79	-0.02	12.2	-1.8
0.911	911.1	4.19	-0.12	12.01	-1.99
0.9119	912.0	4.09	-0.21	11.84	-2.16
0.9127	912.8	4.23	-0.41	11.43	-2.57
0.9137	913.8	4.06	-0.52	11.21	-2.79
0.9145	914.6	4.48	-0.58	11.1	-2.9
0.9158	915.9	4.57	-0.32	11.6	-2.4
0.9171	917.2	4.28	-0.38	11.49	-2.51
0.9189	919.0	3.37	-0.32	11.61	-2.39
0.9205	920.6	4.25	-0.13	11.99	-2.01
0.9221	922.2	4.28	-0.07	12.11	-1.89
0.9239	924.0	3.92	-0.25	11.74	-2.26
0.9255	925.6	4.08	-0.16	11.93	-2.07
0.9265	926.6	3.99	-0.10	12.06	-1.94
0.928	928.1	3.93	-0.07	12.11	-1.89
0.9296	929.7	4.07	0.01	12.26	-1.74
0.9308	930.9	3.82	0.06	12.37	-1.63
0.9324	932.5	3.83	0.17	12.59	-1.41
0.9338	933.9	3.81	0.25	12.75	-1.25
0.9347	934.8	3.55	0.26	12.77	-1.23
0.9361	936.2	3.80	0.29	12.82	-1.18
0.9374	937.5	3.78	0.34	12.93	-1.07
0.9383	938.4	3.74	0.38	13.01	-0.99
0.9399	940.0	3.63	0.46	13.18	-0.82
0.9415	941.6	3.42	0.57	13.38	-0.619999999999999
0.9425	942.6	3.51	0.61	13.48	-0.52
0.9433	943.4	3.43	0.64	13.53	-0.470000000000001
0.9445	944.6	3.58	0.65	13.56	-0.44
0.9453	945.4	3.53	0.66	13.58	-0.42
0.9465	946.6	3.38	0.74	13.73	-0.27
0.948	948.1	3.48	0.83	13.9	-0.1
0.9496	949.7	3.17	0.85	13.95	-0.050000000000001
0.9509	951.0	3.28	0.98	14.2	0.199999999999999
0.9523	952.4	3.45	1.06	14.37	0.369999999999999
0.9535	953.6	2.95	1.05	14.36	0.359999999999999
0.9544	954.5	3.29	0.88	14	0
0.9556	955.7	3.18	0.87	14	0
0.957	957.1	3.80	0.55	13.35	-0.65
0.958	958.1	3.46	0.20	12.65	-1.35
0.9592	959.3	4.06	-0.11	12.03	-1.97
0.9608	960.9	4.48	-0.23	11.79	-2.21
0.962	962.1	4.23	-0.51	11.22	-2.78
0.9632	963.3	4.22	-0.45	11.35	-2.65
0.9646	964.7	4.42	-0.34	11.57	-2.43
0.9658	965.9	3.85	-0.31	11.63	-2.37
0.9671	967.2	4.10	-0.27	11.7	-2.3
0.9685	968.6	4.13	-0.11	12.02	-1.98
0.9697	969.8	4.09	-0.13	12	-2
0.9711	971.2	3.88	-0.05	12.15	-1.85
0.9727	972.8	3.89	0.15	12.55	-1.45
0.9738	973.9	3.84	0.22	12.69	-1.31
0.9751	975.2	3.45	0.24	12.73	-1.27
0.9767	976.8	3.85	0.21	12.68	-1.32
0.9779	978.0	3.81	0.17	12.58	-1.42
0.9789	979.0	3.98	0.07	12.38	-1.62
0.9805	980.6	4.00	0.04	12.33	-1.67
0.9818	981.9	3.79	-0.02	12.2	-1.8
0.9828	982.9	3.95	-0.02	12.21	-1.79
0.9844	984.5	4.02	0.08	12.42	-1.58
0.9858	985.9	3.97	0.05	12.34	-1.66
0.9868	986.9	3.64	0.02	12.28	-1.72
0.9878	987.9	3.92	-0.05	12.15	-1.85
0.9892	989.3	4.05	0.04	12.33	-1.67
0.99	990.1	4.25	-0.04	12.17	-1.83
0.9909	991.0	3.67	-0.02	12.2	-1.8
0.9923	992.4	3.90	0.15	12.54	-1.46
0.9937	993.8	3.87	0.24	12.72	-1.28
0.9948	994.9	3.47	0.25	12.76	-1.24
0.9964	996.5	3.94	0.22	12.7	-1.3
0.9981	998.2	3.61	0.25	12.75	-1.25
0.9996	999.7	4.01	0.23	12.7	-1.3
1.0012	1001.3	3.77	0.17	12.59	-1.41
1.0027	1002.8	3.56	-0.06	12.12	-1.88
1.0042	1004.3	4.13	-0.10	12.06	-1.94
1.0055	1005.6	4.41	-0.22	11.81	-2.19
1.0068	1006.9	4.12	-0.41	11.42	-2.58
1.008	1008.1	4.19	-0.35	11.56	-2.44
1.0094	1009.5	4.22	-0.24	11.76	-2.24
1.0105	1010.6	3.90	-0.20	11.84	-2.16
1.0117	1011.8	4.06	-0.12	12.01	-1.99
1.013	1013.1	3.98	-0.02	12.21	-1.79
1.0143	1014.4	3.90	0.03	12.31	-1.69
1.0155	1015.6	3.89	0.17	12.58	-1.42
1.0167	1016.8	3.72	0.23	12.71	-1.29
1.0179	1018.0	3.60	0.27	12.8	-1.2
1.019	1019.1	3.77	0.36	12.97	-1.03
1.0201	1020.2	3.75	0.31	12.87	-1.13
1.0213	1021.4	3.59	0.28	12.8	-1.2
1.0223	1022.4	3.89	0.39	13.03	-0.970000000000001
1.0233	1023.4	3.72	0.41	13.07	-0.93
1.0242	1024.3	3.38	0.50	13.24	-0.76
1.0253	1025.4	3.68	0.60	13.45	-0.550000000000001
1.0261	1026.2	3.30	0.57	13.38	-0.619999999999999
1.0273	1027.4	3.54	0.45	13.15	-0.85
1.0285	1028.6	3.83	0.43	13.1	-0.9
1.0297	1029.8	3.77	0.35	12.95	-1.05
1.0306	1030.7	3.77	0.22	12.69	-1.31
1.0317	1031.8	3.55	0.09	12.44	-1.56
1.0326	1032.7	3.99	-0.06	12.14	-1.86
1.0334	1033.5	4.26	-0.16	11.92	-2.08
1.0341	1034.2	4.28	-0.43	11.39	-2.61
1.0349	1035.0	4.14	-0.50	11.26	-2.74
1.0356	1035.7	4.46	-0.53	11.18	-2.82
1.0364	1036.5	4.21	-0.48	11.3	-2.7
1.0374	1037.5	4.39	-0.55	11.16	-2.84
1.0384	1038.5	4.08	-0.56	11.13	-2.87
1.04	1040.1	4.38	-0.60	11.04	-2.96
1.0422	1042.3	4.51	-0.60	11.06	-2.94
1.0442	1044.3	4.36	-0.63	10.99	-3.01
1.0458	1045.9	4.36	-0.48	11.3	-2.7
1.048	1048.1	4.20	-0.31	11.63	-2.37
1.0496	1049.7	3.85	-0.15	11.96	-2.04
1.0504	1050.5	3.94	-0.08	12.09	-1.91
1.0516	1051.7	3.81	0.02	12.3	-1.7
1.0531	1053.2	4.14	0.06	12.38	-1.62
1.054	1054.1	3.84	0.04	12.33	-1.67
1.055	1055.1	3.71	0.02	12.29	-1.71
1.0566	1056.7	4.02	0.30	12.85	-1.15
1.0578	1057.9	3.88	0.30	12.86	-1.14
1.0588	1058.9	3.18	0.47	13.19	-0.810000000000001
1.0601	1060.2	3.83	0.73	13.71	-0.289999999999999
1.0615	1061.6	3.14	0.91	14.08	0.08
1.0623	1062.4	3.14	0.80	13.86	-0.140000000000001
1.0635	1063.6	3.25	1.12	14.5	0.5
1.0649	1065.0	3.56	1.21	14.67	0.67
1.066	1066.1	2.93	1.10	14.45	0.449999999999999
1.0671	1067.2	2.98	1.24	14.73	0.73
1.0687	1068.8	3.34	1.34	14.92	0.92
1.0701	1070.2	2.99	1.19	14.63	0.630000000000001
1.0713	1071.4	3.38	1.02	14.28	0.279999999999999
1.0729	1073.0	3.20	0.94	14.12	0.119999999999999
1.0746	1074.7	3.31	0.84	13.93	-0.07
1.0758	1075.9	3.59	0.71	13.68	-0.32
1.0772	1077.3	3.32	0.62	13.48	-0.52
1.0784	1078.5	3.81	0.49	13.22	-0.779999999999999
1.08	1080.1	3.53	0.40	13.06	-0.94
1.0818	1081.9	3.75	0.34	12.94	-1.06
1.0837	1083.8	3.87	0.38	13.01	-0.99
1.0853	1085.4	3.53	0.28	12.8	-1.2
1.0877	1087.8	3.69	0.20	12.65	-1.35
1.0893	1089.4	3.88	0.21	12.67	-1.33
1.0905	1090.6	4.01	0.13	12.51	-1.49
1.092	1092.1	3.84	0.11	12.48	-1.52
1.0936	1093.7	3.79	0.03	12.31	-1.69
1.095	1095.1	3.75	0.16	12.56	-1.44
1.0966	1096.7	4.16	0.10	12.45	-1.55
1.0983	1098.4	3.59	0.11	12.47	-1.53
1.1	1100.1	4.03	0.06	12.38	-1.62
1.1016	1101.7	3.75	0.13	12.5	-1.5
1.1029	1103.0	3.91	0.07	12.4	-1.6
1.1044	1104.5	3.95	0.22	12.69	-1.31
1.1056	1105.7	3.77	0.17	12.58	-1.42
1.1071	1107.2	3.53	0.31	12.87	-1.13
1.1085	1108.6	3.93	0.38	13	-1
1.1097	1109.8	3.43	0.31	12.88	-1.12
1.1115	1111.6	3.72	0.23	12.7	-1.3
1.1131	1113.2	3.98	0.19	12.64	-1.36
1.1144	1114.5	3.83	0.05	12.35	-1.65
1.1162	1116.3	4.04	-0.08	12.09	-1.91
1.1185	1118.6	3.92	-0.14	11.97	-2.03
1.1201	1120.2	4.17	-0.26	11.73	-2.27
1.1224	1122.5	4.17	-0.43	11.39	-2.61
1.1246	1124.7	4.24	-0.52	11.22	-2.78
1.1265	1126.6	4.63	-0.51	11.23	-2.77
1.1282	1128.3	4.21	-0.66	10.94	-3.06
1.1298	1129.9	4.15	-0.64	10.96	-3.04
1.1309	1131.0	4.67	-0.45	11.35	-2.65
1.1325	1132.6	4.19	-0.44	11.36	-2.64
1.1341	1134.2	3.98	-0.35	11.55	-2.45
1.1357	1135.8	4.18	-0.18	11.89	-2.11
1.138	1138.1	3.83	-0.06	12.13	-1.87
1.1402	1140.3	4.09	-0.06	12.13	-1.87
1.142	1142.1	3.78	0.08	12.4	-1.6
1.1439	1144.0	3.98	0.12	12.5	-1.5
